Year,Title,Speakers,Description,Products,Solutions,Industries,Other_Topics,Session_Focus,Type,Skill_Level,Track,Role,RecordingLink,SlideLink
2013,Moving to Digital Intelligence: Tracking Visitor Engagement Across Digital Mediums,"Rahul Deshmukh, Director of Product Marketing, Splunk; Roy Arsan, Software Engineer, Splunk","Increasing numbers of users are interacting with brands from mobile devices, social media sites in addition to websites. Digital intelligence moves beyond looking at a single channel of interaction and includes web, mobile, social and the cross-channel interactions. In this session, we will share some emerging trends in the digital intelligence space and what organizations should do to effectively measure engagement and optimize experience across their digital assets.",Splunk Enterprise,Digital Intelligence,"Manufacturing, Travel & Transportation, Managed Service Providers",,,Breakout Session,Intermediate,Beyond IT,,conf.splunk.com/session/2013/BI67402_BeyondIT_Splunk_RahulDeshmukh_MovingToDigitalIntelligenceTrackingVisitorEngagementAcrossDigitalMediums.m4v,conf.splunk.com/session/2013/BeyondIT_Splunk_Rahul_MovingToDigitalIntelligence.pdf
2013,Big Data Ecosystem: Partner Panel,"Brett Sheppard, Director, Product Marketing for Big Data, Splunk","How are leading vendors in the big data ecosystem partnering with Splunk to meet customer requirements? Learn partner perspectives from co-founders and senior technical leads at Cloudera, DataStax, Hortonworks, MapR and Pentaho.",Splunk Enterprise,Big Data,,,,Breakout Session,Intermediate,Big Data,,conf.splunk.com/session/2013/BigData_Panel_BrettSheppard_BigDataEcosystemPartnerPanel,
2013,Workflow Productivity with Splunk Enterprise,"Carl Yestrau, Sr. Software Engineer, Splunk; Cory Burke, Sr. Software Engineer, Splunk","Learn everything there is to know about enhancing user productivity with Splunk Enterprise Search. Including usage, changes, and migration impacts.",Splunk Enterprise,All,"Online Services, Travel & Entertainment",,,Breakout Session,Good for all skill levels,What's New,,conf.splunk.com/session/2013/WN73502_WhatsNew_Splunk_CarlYestrau-CoryBurke_WorkflowProductivityInSplunkEnterprise.m4v,conf.splunk.com/session/2013/WhatsNew_Splunk_CarlYestrau-CoryBurke_WorkflowProductivityInSplunkEnterprise.pdf
2013,Deployment Best Practices for Splunk Apps Monitoring Microsoft-based Infrastructure,"Sharad Kylasam, Product Manager, Splunk; Jeff Bernt, Software Engineer, Splunk","Learn about the deployment best practices for Splunk Apps for Microsoft. Also learn how they are used by customers to solve for various situations including capacity planning, health monitoring and security.",Splunk Enterprise,Infrastructure Operations,,,,Breakout Session,Intermediate,Deploying Splunk,,conf.splunk.com/session/2013/DS63802_Deploying_Splunk_SharadKylasam_JeffBernt_DeploymentBestPracticesForSplunkAppsMonitoringMicrosoftBasedInfrastructure.m4v,conf.splunk.com/session/2013/Deploying_Splunk_SharadKylasam_JeffBernt_DeploymentBestPracticesForSplunkAppsMonitoringMicrosoftBasedInfrastructure.pdf
2013,Automating Operational Intelligence: Stats and Summary Indexes,"Jesse Trucks, Cyber Security Engineer, Oak Ridge National Laboratory (ORNL)","Traditional monitoring approaches alerting based on specific threshold levels for events, but in the new world of big data, these thresholds are moving targets. The way to filter out the noise is to alert on anomalies and statistical outliers. Doing this in real-time or near real-time across large Splunk installations or on overloaded indexers and search heads is extremely difficult. Using summary indexes and built-in Splunk statistical functions, Splunk can effectively provide near real-time or real-time statistically based anomaly detection for large data volumes.",Splunk Enterprise,Security / Compliance / Fraud,"Financial Services, SaaS",,,Breakout Session,Intermediate,"Security, Compliance and Fraud",,conf.splunk.com/session/2013/SY61702_Security_DOEORNL_JesseTrucks_AutomatingOperationalIntelligenceStatsandSummaryIndexes.m4v,conf.splunk.com/session/2013/Security_DOEORNL_JesseTrucks_AutomatingOperationalIntelligenceStatsandSummaryIndexes.pdf.pdf
2013,Higher-order Benefits from Splunk with Data and Process Automation,"Craig Stewart, Director of Field Technical Services, SnapLogic","Customers can achieve higher-order benefits from their Splunk investments with just two additional steps. One, by making analysis more comprehensive by including as much data as possible from as many sources as possible, both from on-premise systems and from cloud applications. And two, by streamlining the business process of loading data into Splunk, detecting problems, and facilitating actions that result into prompt resolution. Such automated business processes, that typically includes Salesforce.com for customer and product information, CMDBs for asset information, and ServiceNow for ticket creation and resolution, help customer dramatically improve response times and accuracy on alert resolution. _In this session, you will learn how SnapLogic's Elastic IntegrationTM, with its comprehensive connectivity to over 160 data sources and user-friendly experience, has helped customers achieve these higher-order benefits via rapid development of integrations and business process solutions.",Splunk Enterprise,,"Business Services, Public Sector",,,Breakout Session,Beginner,IT Operations,,conf.splunk.com/session/2013/IM65101_ITOpsAppMgmt_SnapLogic_CraigStewart_HigherOrderBenefitsfromSplunkwithDataProsessAutomation.m4v,conf.splunk.com/session/2013/ITOpsAppMgmt_SnapLogic_CraigStewart_HigherOrderBenefitsfromSplunkwithDataProsessAutomation.pdf
2013,Splunk App for VMware - Architecture and Installation Best Practices,"Alok Bhide, Product Manager, Splunk",Splunk App for VMware - Best Practices to configure install and scale the Splunk App For VMware to collect comprehensive metrics from your vSphere environment.,Hunk,Infrastructure Operations,,,,Breakout Session,Intermediate,IT Operations,,conf.splunk.com/session/2013/IO66002_ITOpsAppMgmt_Splunk_AlokBhide_SplunkAppforVMWareArchitectureandInstallationBestPractices.m4v,conf.splunk.com/session/2013/ITOpsAppMgmt_Splunk_AlokBhide_SplunkAppforVMWareArchitectureandInstallationBestPractices.pdf
2013,"Splunk in Higher Education-Lessons from Peers on Adoption, Use Cases, and Scale","Panel, University of Adelaide, Harvard, OSU, Internet2","Come join a panel of speakers from the University of Adelaide, Harvard University, The Ohio State University, and Internet2. Each panelist will briefly cover how they adopted Splunk software, how they use it currently, and future plans for Splunk deployment across their organizations. Much of the session will be audience Q&A, so if you want to learn how to adopt, leverage, and grow Splunk use at your institution, please attend our session.",Splunk Enterprise,All,Public Sector,,,Breakout Session,Good for all skill levels,Using Splunk,,conf.splunk.com/session/2013/US71202_Using_UniversityOfAdelaide-Harvard-OSU-Internet2_SplunkInHigherEducationLessonsFromPeersOnAdoptionUseCasesAndScale.m4v,conf.splunk.com/session/2013/Using_UniversityOfAdelaide-Harvard-OSU-Internet2_SplunkInHigherEducationLessonsFromPeersOnAdoptionUseCasesAndScale.pdf
2013,New Management Stack for the Software Defined Data Center,"Bernd Harzog, CEO at APMExperts.com and Analyst at The Virtualization Practice, APMExperts","Virtualization, the software-defined datacenter and the cloud break the incumbent paradigm for application performance management software in the enterprise by introducing new requirements that legacy products cannot meet. ",Splunk Enterprise,Application Management,"Retail, eCommerce",,,Breakout Session,Intermediate,Using Splunk,,conf.splunk.com/session/2013/US61302_Using_APMExperts_BerndHarzog_NewManagementStackForTheSoftwareDefinedDataCenter.m4v,conf.splunk.com/session/2013/Using_APMExperts_BerndHarzog_NewManagementStackForTheSoftwareDefinedDataCenter.pdf
2013,Technical Deep Dive: Integrate Splunk and Apache Cassandra,"Eddie Satterly, Chief Big Data Evangelist, Office of the CTO, Splunk; Customer Co-Presenter, ",Apache Cassandra offers linear scalability and proven fault-tolerance on commodity hardware or cloud infrastructure. Learn how to connect Splunk Enterprise with Aapache Cassandra and hear first-hand experiences from a Splunk customer that uses Splunk Enterprise and Cassandra in their production environment.,Splunk Enterprise,Big Data,,,,Breakout Session,Advanced,Big Data,,conf.splunk.com/session/2013/BigData_Splunk_EddieSatterly_TechnicalDeepDiveIntegrateSplunkAndApacheCassandra.m4v,
2013,Big Ideas and Big Results with Big Data at Homes.com,"Rob Osborne, Director of Applications Development and Systems, Homes.com","Homes.com provides you with a wealth of real estate information to help you learn more about finding your perfect home. Learn how Homes.com built an MVP (Minimal Viable Product) recommendation engine in only three weeks using Splunk software, MongoDB and Node.js. ","Splunk Enterprise, ODBC",Big Data,Technology,,,Breakout Session,Intermediate,Big Data,,conf.splunk.com/session/2013/BD62302_BigData_HomesCom_BigIdeasAndBigResultsWithBigDataAtHomesCom.m4v,conf.splunk.com/session/2013/BigData_HomesCom_BigIdeasAndBigResultsWithBigDataAtHomesCom.pdf
2013,You Can't Always Log What You Want,"Marc Borbas, VP Products, INETCO","Understanding today's complex IT and business environments requires more than log data. To elevate your organization's use of Splunk from tactical to strategic, you need real-time transaction data to determine what your users are experiencing so that more people from more departments will want to use Splunk. Learn how you can unlock the stream of data flowing across your network to add rich transaction event data to Splunk. Hear how this relates to supporting new users and use cases in security, application management, IT operations, network engineering, user experience, and business analytics.",Splunk Enterprise,,Higher Education,,,Breakout Session,Good for all skill levels,Application Management,,conf.splunk.com/session/2013/ApplicationManagement_INETCO_MarcBorbas_YouCantAlwaysLogWhatYouWant.m4v,conf.splunk.com/session/2013/ApplicationManagement_INETCO_MarcBorbas_YouCantAlwaysLogWhatYouWant.pdf
2013,Data Models for Developers,"David Hazekamp, Senior Product Manager, Splunk; Alice Neels, Software Engineer, Splunk","Learn about building data models with code to abstract away the search language syntax, making Splunk queries more manageable and portable.",Splunk Enterprise,Developing,Healthcare,,,Breakout Session,Advanced,Developer,,conf.splunk.com/session/2013/Developing_Splunk_AliceNeel_BrianBignham_DataModelsForDevelopers.m4v,conf.splunk.com/session/2013/Developing_Splunk_AliceNeel_BrianBignham_DataModelsForDevelopers.pdf
2013,Deployment Server in the Real World,"Craig Nelson, System Administrator, F5 Networks",This session will showcase a real-world case and recipe of how F5 used Splunk deployment server to build and manage a distributed Splunk deployment. Simple push scripts and a direct approach allowed a small non-dedicated team to support a distributed deployment.,Splunk Enterprise,All,,,,Breakout Session,Intermediate,Deploying Splunk,,conf.splunk.com/session/2013/DS63902_Deploying_F5Networks_CraigNelson_DeploymentServerInTheRealWorld.m4v,conf.splunk.com/session/2013/Deploying_F5Networks_CraigNelson_DeploymentServerInTheRealWorld.pdf
2013,Automating Operations with Splunk,"Jeff Gill, Head of Global Infrastructure, Chief Information Security Officer, CSCGlobal","This session will provide an overview of CSC's experience in using Splunk software to provide data related to operational automation, security operations, and SaaS real-time monitoring. CSC is a SaaS company providing 24x7 cloud-based B2B solutions--therefore the ability for them to conduct real-time operational health monitoring and ask complex questions about the health of their services is critical, and it's all provided in Splunk software.",Splunk Enterprise,IT Operations,,,,Breakout Session,Intermediate,IT Operations,,conf.splunk.com/session/2013/IM61802_ITOpsAppMgmt_CSCGlobal_JeffGill_AutomatingOperationsWithSplunk.m4v,conf.splunk.com/session/2013/ITOpsAppMgmt_CSCGlobal_JeffGill_AutomatingOperationsWithSplunk.pdf
